"","SID","SEASON","NUMBER","BASIN","SUBBASIN","NAME","ISO_TIME","NATURE","LAT","LON","WMO_WIND","WMO_PRES","WMO_AGENCY","TRACK_TYPE","DIST2LAND","LANDFALL","IFLAG","USA_AGENCY","USA_ATCFID","USA_LAT","USA_LON","USA_RECORD","USA_STATUS","USA_WIND","USA_PRES","USA_SSHS","USA_R34_NE","USA_R34_SE","USA_R34_SW","USA_R34_NW","USA_R50_NE","USA_R50_SE","USA_R50_SW","USA_R50_NW","USA_R64_NE","USA_R64_SE","USA_R64_SW","USA_R64_NW","USA_POCI","USA_ROCI","USA_RMW","USA_EYE","TOK_LAT","TOK_LON","TOK_GRADE","TOK_WIND","TOK_PRES","TOK_R50_DR","TOK_R50_L","TOK_R50_S","TOK_R30_DR","TOK_R30_L","TOK_R30_S","TOK_LAND","CMA_LAT","CMA_LON","CMA_CAT","CMA_WIND","CMA_PRES","HKO_LAT","HKO_LON","HKO_CAT","HKO_WIND","HKO_PRES","NEW_LAT","NEW_LON","NEW_GRADE","NEW_WIND","NEW_PRES","NEW_CI","NEW_DP","NEW_POCI","REU_LAT","REU_LON","REU_TYPE","REU_WIND","REU_PRES","REU_TNUM","REU_CI","REU_RMW","REU_R34_NE","REU_R34_SE","REU_R34_SW","REU_R34_NW","REU_R50_NE","REU_R50_SE","REU_R50_SW","REU_R50_NW","REU_R64_NE","REU_R64_SE","REU_R64_SW","REU_R64_NW","BOM_LAT","BOM_LON","BOM_TYPE","BOM_WIND","BOM_PRES","BOM_TNUM","BOM_CI","BOM_RMW","BOM_R34_NE","BOM_R34_SE","BOM_R34_SW","BOM_R34_NW","BOM_R50_NE","BOM_R50_SE","BOM_R50_SW","BOM_R50_NW","BOM_R64_NE","BOM_R64_SE","BOM_R64_SW","BOM_R64_NW","BOM_ROCI","BOM_POCI","BOM_EYE","BOM_POS_FL","BOM_PRS_FL","NAD_LAT","NAD_LON","NAD_CAT","NAD_WIND","NAD_PRES","WEL_LAT","WEL_LON","WEL_WIND","WEL_PRES","DS8_LAT","DS8_LON","DS8_STAGE","DS8_WIND","DS8_PRES","TD6_LAT","TD6_LON","TD6_STAGE","TD6_WIND","TD6_PRES","TD5_LAT","TD5_LON","TD5_WIND","TD5_PRES","TD5_ROCI","NEU_LAT","NEU_LON","NEU_CLASS","NEU_WIND","NEU_PRES","MLC_LAT","MLC_LON","MLC_CLASS","MLC_WIND","MLC_PRES","USA_GUST","BOM_GUST","BOM_GUSTP","REU_GUST","REU_GUSTP","USA_SEAHGT","USA_SEA_NE","USA_SEA_SE","USA_SEA_SW","USA_SEA_NW","STORM_SPD","STORM_DR","year","month","day","hour","min","geometry"
"98","1997298N06140","1997","101","WP","MM","LINDA","1997-10-28 18:00:00","NR","11.8","127.6","NA","NA",NA,"main","215","186","O_____________","jtwc_wp","WP301997","11.8","127.6",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","265","1997","10","28","18","0","c(127.599998474121, 11.8000001907349)"
"99","1997298N06140","1997","101","WP","MM","LINDA","1997-10-28 21:00:00","NR","11.74","127.23","NA","NA",NA,"main","171","137","P_____________",NA,"WP301997","11.74","127.23",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","254","1997","10","28","21","0","c(127.23999786377, 11.7399997711182)"
"100","1997298N06140","1997","101","WP","MM","LINDA","1997-10-29 00:00:00","NR","11.6","126.9","NA","NA",NA,"main","137","93","O_____________","jtwc_wp","WP301997","11.6","126.9",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","235","1997","10","29","0","0","c(126.900001525879, 11.6000003814697)"
"101","1997298N06140","1997","101","WP","MM","LINDA","1997-10-29 03:00:00","NR","11.32","126.61","NA","NA",NA,"main","93","54","P_____________",NA,"WP301997","11.32","126.61",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","224","1997","10","29","3","0","c(126.610000610352, 11.3199996948242)"
"102","1997298N06140","1997","101","WP","MM","LINDA","1997-10-29 06:00:00","NR","11","126.3","NA","NA",NA,"main","54","31","O_____________","jtwc_wp","WP301997","11","126.3",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","229","1997","10","29","6","0","c(126.300003051758, 11)"
"103","1997298N06140","1997","101","WP","MM","LINDA","1997-10-29 09:00:00","NR","10.75","125.93","NA","NA",NA,"main","35","31","P_____________",NA,"WP301997","10.75","125.93",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","238","1997","10","29","9","0","c(125.930000305176, 10.75)"
"104","1997298N06140","1997","101","WP","MM","LINDA","1997-10-29 12:00:00","NR","10.5","125.5","NA","NA",NA,"main","31","0","O_____________","jtwc_wp","WP301997","10.5","125.5",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","237","1997","10","29","12","0","c(125.5, 10.5)"
"105","1997298N06140","1997","101","WP","MM","LINDA","1997-10-29 15:00:00","NR","10.17","125.03","NA","NA",NA,"main","0","0","P_____________",NA,"WP301997","10.17","125.03",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","239","1997","10","29","15","0","c(125.029998779297, 10.1700000762939)"
"106","1997298N06140","1997","101","WP","MM","LINDA","1997-10-29 18:00:00","NR","9.9","124.5","NA","NA",NA,"main","0","0","O_____________","jtwc_wp","WP301997","9.9","124.5",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","253","1997","10","29","18","0","c(124.5, 9.89999961853027)"
"107","1997298N06140","1997","101","WP","MM","LINDA","1997-10-29 21:00:00","NR","9.83","123.92","NA","NA",NA,"main","0","0","P_____________",NA,"WP301997","9.83","123.92",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","265","1997","10","29","21","0","c(123.919998168945, 9.82999992370605)"
"108","1997298N06140","1997","101","WP","MM","LINDA","1997-10-30 00:00:00","NR","9.8","123.3","NA","NA",NA,"main","10","0","O_____________","jtwc_wp","WP301997","9.8","123.3",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","262","1997","10","30","0","0","c(123.300003051758, 9.80000019073486)"
"109","1997298N06140","1997","101","WP","MM","LINDA","1997-10-30 03:00:00","NR","9.66","122.67","NA","NA",NA,"main","0","0","P_____________",NA,"WP301997","9.66","122.67",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","257","1997","10","30","3","0","c(122.660003662109, 9.65999984741211)"
"110","1997298N06140","1997","101","WP","MM","LINDA","1997-10-30 06:00:00","NR","9.5","122","NA","NA",NA,"main","55","55","O_____________","jtwc_wp","WP301997","9.5","122",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14","259","1997","10","30","6","0","c(122, 9.5)"
"111","1997298N06140","1997","101","WP","MM","LINDA","1997-10-30 09:00:00","NR","9.4","121.28","NA","NA",NA,"main","128","128","P_____________",NA,"WP301997","9.4","121.28",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14","262","1997","10","30","9","0","c(121.279998779297, 9.39999961853027)"
"112","1997298N06140","1997","101","WP","MM","LINDA","1997-10-30 12:00:00","NR","9.3","120.6","NA","NA",NA,"main","164","141","O_____________","jtwc_wp","WP301997","9.3","120.6",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","259","1997","10","30","12","0","c(120.599998474121, 9.30000019073486)"
"113","1997298N06140","1997","101","WP","MM","LINDA","1997-10-30 15:00:00","NR","9.18","120.08","NA","NA",NA,"main","141","117","P_____________",NA,"WP301997","9.18","120.08",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","253","1997","10","30","15","0","c(120.089996337891, 9.18000030517578)"
"114","1997298N06140","1997","101","WP","MM","LINDA","1997-10-30 18:00:00","NR","9","119.6","NA","NA",NA,"main","117","94","O_____________","jtwc_wp","WP301997","9","119.6",NA,NA,"15","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","245","1997","10","30","18","0","c(119.599998474121, 9)"
"115","1997298N06140","1997","101","WP","MM","LINDA","1997-10-30 21:00:00","NR","8.69","119.01","NA","NA",NA,"main","94","71","P_____________",NA,"WP301997","8.69","119.01",NA,NA,"17","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","243","1997","10","30","21","0","c(119.01000213623, 8.6899995803833)"
"116","1997298N06140","1997","101","WP","MM","LINDA","1997-10-31 00:00:00","NR","8.4","118.4","NA","NA",NA,"main","71","49","O_____________","jtwc_wp","WP301997","8.4","118.4",NA,NA,"20","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","252","1997","10","31","0","0","c(118.400001525879, 8.39999961853027)"
"117","1997298N06140","1997","101","WP","MM","LINDA","1997-10-31 03:00:00","NR","8.31","117.87","NA","NA",NA,"main","49","11","P_____________",NA,"WP301997","8.31","117.87",NA,NA,"22","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","265","1997","10","31","3","0","c(117.870002746582, 8.3100004196167)"
"118","1997298N06140","1997","101","WP","MM","LINDA","1997-10-31 06:00:00","NR","8.3","117.3","NA","NA",NA,"main","11","0","O_____________","jtwc_wp","WP301997","8.3","117.3",NA,NA,"25","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","267","1997","10","31","6","0","c(117.300003051758, 8.30000019073486)"
"119","1997298N06140","1997","101","WP","MM","LINDA","1997-10-31 09:00:00","NR","8.24","116.55","NA","NA",NA,"main","67","77","P_____________",NA,"WP301997","8.24","116.55",NA,NA,"27","NA","-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17","265","1997","10","31","9","0","c(116.550003051758, 8.23999977111816)"
